Line: 171, position 15: строк выравниваются по заданной позиции за счет
Line: 50332, position 55: вершин
Line: 50336, position 40: вершин
Line: 50429, position 63: вершин
Line: 50471, position 24: вершин
Line: 50481, position 24: вершин
Line: 50503, position 42: Требуется определить
Line: 50553, position 25: вершин
Line: 50560, position 19: вершин
Line: 50748, position 53: Требуется определить
Line: 51066, position 21: вершин
Line: 51080, position 41: вершин
Line: 51097, position 36: вершин
Line: 51112, position 47: вершин
Line: 51120, position 48: вершин
Line: 51201, position 30: вершин
Line: 51204, position 34: вершин
Line: 51224, position 41: вершин
Line: 51262, position 45: вершин
Line: 51263, position 39: вершин
Line: 51265, position 33: вершин
Line: 51281, position 30: вершин
Line: 51281, position 52: вершин
Line: 51282, position 42: вершин
Line: 51298, position 49: вершин
Line: 51588, position 15: строк выравниваются по заданной позиции за счет
Line: 51720, position 12: имеются очереди из кафедр
Line: 51780, position 62: вершин
Line: 51866, position 7: вершин
Line: 51870, position 34: вершин
Line: 51874, position 53: Требуется определить
Line: 51875, position 63: вершин
Line: 51880, position 53: Требуется определить
Line: 51882, position 35: вершин
Line: 51885, position 24: вершин
Line: 51897, position 9: вершин
Line: 51904, position 22: вершин
Line: 51905, position 25: вершин
Line: 51914, position 36: вершин
Line: 51923, position 55: вершин
Line: 51933, position 22: вершин
Line: 51937, position 16: правильность идентификаторов
Line: 51967, position 9: вершин
Line: 52017, position 9: вершин
Line: 52025, position 4: вершин
Line: 52027, position 35: вершин
Line: 52028, position 51: вершин
Line: 52031, position 14: вершин
Line: 52033, position 28: вершин
Line: 52042, position 34: вершин
Line: 52043, position 39: вершин
Line: 52098, position 11: вершин
Line: 52105, position 35: вершин
Line: 52105, position 55: вершин
Line: 52109, position 40: вершин
Line: 52202, position 63: вершин
Line: 52244, position 24: вершин
Line: 52254, position 24: вершин
Line: 52276, position 42: Требуется определить
Line: 52326, position 25: вершин
Line: 52333, position 19: вершин
Line: 52521, position 53: Требуется определить
Line: 52839, position 21: вершин
Line: 52853, position 41: вершин
Line: 52870, position 36: вершин
Line: 52885, position 47: вершин
Line: 52893, position 48: вершин
Line: 52974, position 30: вершин
Line: 52977, position 34: вершин
Line: 52997, position 41: вершин
Line: 53035, position 45: вершин
Line: 53036, position 39: вершин
Line: 53038, position 33: вершин
Line: 53054, position 30: вершин
Line: 53054, position 52: вершин
Line: 53055, position 42: вершин
Line: 53071, position 49: вершин
Line: 53361, position 15: строк выравниваются по заданной позиции за счет
Line: 53493, position 12: имеются очереди из кафедр
Line: 53553, position 62: вершин
Line: 53639, position 7: вершин
Line: 53643, position 34: вершин
Line: 53647, position 53: Требуется определить
Line: 53648, position 63: вершин
Line: 53653, position 53: Требуется определить
Line: 53655, position 35: вершин
Line: 53658, position 24: вершин
Line: 53670, position 9: вершин
Line: 53677, position 22: вершин
Line: 53678, position 25: вершин
Line: 53687, position 36: вершин
Line: 53696, position 55: вершин
Line: 53706, position 22: вершин
Line: 53710, position 16: правильность идентификаторов
Line: 53740, position 9: вершин
Line: 53790, position 9: вершин
Line: 53798, position 4: вершин
Line: 53800, position 35: вершин
Line: 53801, position 51: вершин
Line: 53804, position 14: вершин
Line: 53806, position 28: вершин
Line: 53815, position 34: вершин
Line: 53816, position 39: вершин
Line: 53871, position 11: вершин
Line: 53878, position 35: вершин
Line: 53878, position 55: вершин
Line: 53882, position 40: вершин
Line: 53975, position 63: вершин
Line: 54017, position 24: вершин
Line: 54027, position 24: вершин
Line: 54049, position 42: Требуется определить
Line: 54099, position 25: вершин
Line: 54106, position 19: вершин
Line: 54294, position 53: Требуется определить
Line: 54612, position 21: вершин
Line: 54626, position 41: вершин
Line: 54643, position 36: вершин
Line: 54658, position 47: вершин
Line: 54666, position 48: вершин
Line: 54747, position 30: вершин
Line: 54750, position 34: вершин
Line: 54770, position 41: вершин
Line: 54808, position 45: вершин
Line: 54809, position 39: вершин
Line: 54811, position 33: вершин
Line: 54827, position 30: вершин
Line: 54827, position 52: вершин
Line: 54828, position 42: вершин
Line: 54844, position 49: вершин
Line: 55134, position 15: строк выравниваются по заданной позиции за счет
Line: 55266, position 12: имеются очереди из кафедр
Line: 55326, position 62: вершин
Line: 55412, position 7: вершин
Line: 55416, position 34: вершин
Line: 55420, position 53: Требуется определить
Line: 55421, position 63: вершин
Line: 55426, position 53: Требуется определить
Line: 55428, position 35: вершин
Line: 55431, position 24: вершин
Line: 55443, position 9: вершин
Line: 55450, position 22: вершин
Line: 55451, position 25: вершин
Line: 55460, position 36: вершин
Line: 55469, position 55: вершин
Line: 55479, position 22: вершин
Line: 55483, position 16: правильность идентификаторов
Line: 55513, position 9: вершин
Line: 55563, position 9: вершин
Line: 55571, position 4: вершин
Line: 55573, position 35: вершин
Line: 55574, position 51: вершин
Line: 55577, position 14: вершин
Line: 55579, position 28: вершин
Line: 55588, position 34: вершин
Line: 55589, position 39: вершин
Line: 55644, position 11: вершин
Line: 55651, position 35: вершин
Line: 55651, position 55: вершин
Line: 55655, position 40: вершин
Line: 55748, position 63: вершин
Line: 55790, position 24: вершин
Line: 55800, position 24: вершин
Line: 55822, position 42: Требуется определить
Line: 55872, position 25: вершин
Line: 55879, position 19: вершин
Line: 56067, position 53: Требуется определить
Line: 56385, position 21: вершин
Line: 56399, position 41: вершин
Line: 56416, position 36: вершин
Line: 56431, position 47: вершин
Line: 56439, position 48: вершин
Line: 56520, position 30: вершин
Line: 56523, position 34: вершин
Line: 56543, position 41: вершин
Line: 56581, position 45: вершин
Line: 56582, position 39: вершин
Line: 56584, position 33: вершин
Line: 56600, position 30: вершин
Line: 56600, position 52: вершин
Line: 56601, position 42: вершин
Line: 56617, position 49: вершин
Line: 56907, position 15: строк выравниваются по заданной позиции за счет
Line: 57039, position 12: имеются очереди из кафедр
Line: 57099, position 62: вершин
Line: 57185, position 7: вершин
Line: 57189, position 34: вершин
Line: 57193, position 53: Требуется определить
Line: 57194, position 63: вершин
Line: 57199, position 53: Требуется определить
Line: 57201, position 35: вершин
Line: 57204, position 24: вершин
Line: 57216, position 9: вершин
Line: 57223, position 22: вершин
Line: 57224, position 25: вершин
Line: 57233, position 36: вершин
Line: 57242, position 55: вершин
Line: 57252, position 22: вершин
Line: 57256, position 16: правильность идентификаторов
Line: 57286, position 9: вершин
Line: 57336, position 9: вершин
Line: 57344, position 4: вершин
Line: 57346, position 35: вершин
Line: 57347, position 51: вершин
Line: 57350, position 14: вершин
Line: 57352, position 28: вершин
Line: 57361, position 34: вершин
Line: 57362, position 39: вершин
Line: 57417, position 11: вершин
Line: 57424, position 35: вершин
Line: 57424, position 55: вершин
Line: 57428, position 40: вершин
Line: 57521, position 63: вершин
Line: 57563, position 24: вершин
Line: 57573, position 24: вершин
Line: 57595, position 42: Требуется определить
Line: 57645, position 25: вершин
Line: 57652, position 19: вершин
Line: 57840, position 53: Требуется определить
Line: 58158, position 21: вершин
Line: 58172, position 41: вершин
Line: 58189, position 36: вершин
Line: 58204, position 47: вершин
Line: 58212, position 48: вершин
Line: 58293, position 30: вершин
Line: 58296, position 34: вершин
Line: 58316, position 41: вершин
Line: 58354, position 45: вершин
Line: 58355, position 39: вершин
Line: 58357, position 33: вершин
Line: 58373, position 30: вершин
Line: 58373, position 52: вершин
Line: 58374, position 42: вершин
Line: 58390, position 49: вершин
Line: 58680, position 15: строк выравниваются по заданной позиции за счет
Line: 58812, position 12: имеются очереди из кафедр
Line: 58872, position 62: вершин
Line: 58958, position 7: вершин
Line: 58962, position 34: вершин
Line: 58966, position 53: Требуется определить
Line: 58967, position 63: вершин
Line: 58972, position 53: Требуется определить
Line: 58974, position 35: вершин
Line: 58977, position 24: вершин
Line: 58989, position 9: вершин
Line: 58996, position 22: вершин
Line: 58997, position 25: вершин
Line: 59006, position 36: вершин
Line: 59015, position 55: вершин
Line: 59025, position 22: вершин
Line: 59029, position 16: правильность идентификаторов
Line: 59059, position 9: вершин
Line: 59109, position 9: вершин
Line: 59117, position 4: вершин
Line: 59119, position 35: вершин
Line: 59120, position 51: вершин
Line: 59123, position 14: вершин
Line: 59125, position 28: вершин
Line: 59134, position 34: вершин
Line: 59135, position 39: вершин
Line: 59190, position 11: вершин
Line: 59197, position 35: вершин
Line: 59197, position 55: вершин
Line: 59201, position 40: вершин
Line: 59294, position 63: вершин
Line: 59336, position 24: вершин
Line: 59346, position 24: вершин
Line: 59368, position 42: Требуется определить
Line: 59418, position 25: вершин
Line: 59425, position 19: вершин
Line: 59613, position 53: Требуется определить
Line: 59931, position 21: вершин
Line: 59945, position 41: вершин
Line: 59962, position 36: вершин
Line: 59977, position 47: вершин
Line: 59985, position 48: вершин
Line: 60066, position 30: вершин
Line: 60069, position 34: вершин
Line: 60089, position 41: вершин
Line: 60127, position 45: вершин
Line: 60128, position 39: вершин
Line: 60130, position 33: вершин
Line: 60146, position 30: вершин
Line: 60146, position 52: вершин
Line: 60147, position 42: вершин
Line: 60163, position 49: вершин
Line: 60453, position 15: строк выравниваются по заданной позиции за счет
Line: 60585, position 12: имеются очереди из кафедр
Line: 60645, position 62: вершин
Line: 60731, position 7: вершин
Line: 60735, position 34: вершин
Line: 60739, position 53: Требуется определить
Line: 60740, position 63: вершин
Line: 60745, position 53: Требуется определить
Line: 60747, position 35: вершин
Line: 60750, position 24: вершин
Line: 60762, position 9: вершин
Line: 60769, position 22: вершин
Line: 60770, position 25: вершин
Line: 60779, position 36: вершин
Line: 60788, position 55: вершин
Line: 60798, position 22: вершин
Line: 60802, position 16: правильность идентификаторов
Line: 60832, position 9: вершин
Line: 60882, position 9: вершин
Line: 60890, position 4: вершин
Line: 60892, position 35: вершин
Line: 60893, position 51: вершин
Line: 60896, position 14: вершин
Line: 60898, position 28: вершин
Line: 60907, position 34: вершин
Line: 60908, position 39: вершин
Line: 60963, position 11: вершин
Line: 60970, position 35: вершин
Line: 60970, position 55: вершин
Line: 60974, position 40: вершин
Line: 61067, position 63: вершин
Line: 61109, position 24: вершин
Line: 61119, position 24: вершин
Line: 61141, position 42: Требуется определить
Line: 61191, position 25: вершин
Line: 61198, position 19: вершин
Line: 61386, position 53: Требуется определить
Line: 61704, position 21: вершин
Line: 61718, position 41: вершин
Line: 61735, position 36: вершин
Line: 61750, position 47: вершин
Line: 61758, position 48: вершин
Line: 61839, position 30: вершин
Line: 61842, position 34: вершин
Line: 61862, position 41: вершин
Line: 61900, position 45: вершин
Line: 61901, position 39: вершин
Line: 61903, position 33: вершин
Line: 61919, position 30: вершин
Line: 61919, position 52: вершин
Line: 61920, position 42: вершин
Line: 61936, position 49: вершин
Line: 62226, position 15: строк выравниваются по заданной позиции за счет
Line: 62358, position 12: имеются очереди из кафедр
Line: 62418, position 62: вершин
Line: 62504, position 7: вершин
Line: 62508, position 34: вершин
Line: 62512, position 53: Требуется определить
Line: 62513, position 63: вершин
Line: 62518, position 53: Требуется определить
Line: 62520, position 35: вершин
Line: 62523, position 24: вершин
Line: 62535, position 9: вершин
Line: 62542, position 22: вершин
Line: 62543, position 25: вершин
Line: 62552, position 36: вершин
Line: 62561, position 55: вершин
Line: 62571, position 22: вершин
Line: 62575, position 16: правильность идентификаторов
Line: 62605, position 9: вершин
Line: 62655, position 9: вершин
Line: 62663, position 4: вершин
Line: 62665, position 35: вершин
Line: 62666, position 51: вершин
Line: 62669, position 14: вершин
Line: 62671, position 28: вершин
Line: 62680, position 34: вершин
Line: 62681, position 39: вершин
Line: 62736, position 11: вершин
Line: 62743, position 35: вершин
Line: 62743, position 55: вершин
Line: 62747, position 40: вершин
Line: 62840, position 63: вершин
Line: 62882, position 24: вершин
Line: 62892, position 24: вершин
Line: 62914, position 42: Требуется определить
Line: 62964, position 25: вершин
Line: 62971, position 19: вершин
Line: 63159, position 53: Требуется определить
Line: 63477, position 21: вершин
Line: 63491, position 41: вершин
Line: 63508, position 36: вершин
Line: 63523, position 47: вершин
Line: 63531, position 48: вершин
Line: 63612, position 30: вершин
Line: 63615, position 34: вершин
Line: 63635, position 41: вершин
Line: 63673, position 45: вершин
Line: 63674, position 39: вершин
Line: 63676, position 33: вершин
Line: 63692, position 30: вершин
Line: 63692, position 52: вершин
Line: 63693, position 42: вершин
Line: 63709, position 49: вершин
Line: 63999, position 15: строк выравниваются по заданной позиции за счет
Line: 64131, position 12: имеются очереди из кафедр
Line: 64191, position 62: вершин
Line: 64277, position 7: вершин
Line: 64281, position 34: вершин
Line: 64285, position 53: Требуется определить
Line: 64286, position 63: вершин
Line: 64291, position 53: Требуется определить
Line: 64293, position 35: вершин
Line: 64296, position 24: вершин
Line: 64308, position 9: вершин
Line: 64315, position 22: вершин
Line: 64316, position 25: вершин
Line: 64325, position 36: вершин
Line: 64334, position 55: вершин
Line: 64344, position 22: вершин
Line: 64348, position 16: правильность идентификаторов
Line: 64378, position 9: вершин
Line: 64428, position 9: вершин
Line: 64436, position 4: вершин
Line: 64438, position 35: вершин
Line: 64439, position 51: вершин
Line: 64442, position 14: вершин
Line: 64444, position 28: вершин
Line: 64453, position 34: вершин
Line: 64454, position 39: вершин
Line: 64509, position 11: вершин
Line: 64516, position 35: вершин
Line: 64516, position 55: вершин
Line: 64520, position 40: вершин
Line: 64613, position 63: вершин
Line: 64655, position 24: вершин
Line: 64665, position 24: вершин
Line: 64687, position 42: Требуется определить
Line: 64737, position 25: вершин
Line: 64744, position 19: вершин
Line: 64932, position 53: Требуется определить
Line: 65250, position 21: вершин
Line: 65264, position 41: вершин
Line: 65281, position 36: вершин
Line: 65296, position 47: вершин
Line: 65304, position 48: вершин
Line: 65385, position 30: вершин
Line: 65388, position 34: вершин
Line: 65408, position 41: вершин
Line: 65446, position 45: вершин
Line: 65447, position 39: вершин
Line: 65449, position 33: вершин
Line: 65465, position 30: вершин
Line: 65465, position 52: вершин
Line: 65466, position 42: вершин
Line: 65482, position 49: вершин
Line: 65772, position 15: строк выравниваются по заданной позиции за счет
Line: 65904, position 12: имеются очереди из кафедр
Line: 65964, position 62: вершин
Line: 66050, position 7: вершин
Line: 66054, position 34: вершин
Line: 66058, position 53: Требуется определить
Line: 66059, position 63: вершин
Line: 66064, position 53: Требуется определить
Line: 66066, position 35: вершин
Line: 66069, position 24: вершин
Line: 66081, position 9: вершин
Line: 66088, position 22: вершин
Line: 66089, position 25: вершин
Line: 66098, position 36: вершин
Line: 66107, position 55: вершин
Line: 66117, position 22: вершин
Line: 66121, position 16: правильность идентификаторов
Line: 66151, position 9: вершин
Line: 66201, position 9: вершин
Line: 66209, position 4: вершин
Line: 66211, position 35: вершин
Line: 66212, position 51: вершин
Line: 66215, position 14: вершин
Line: 66217, position 28: вершин
Line: 66226, position 34: вершин
Line: 66227, position 39: вершин
Line: 66282, position 11: вершин
Line: 66289, position 35: вершин
Line: 66289, position 55: вершин
Line: 66293, position 40: вершин
Line: 66386, position 63: вершин
Line: 66428, position 24: вершин
Line: 66438, position 24: вершин
Line: 66460, position 42: Требуется определить
Line: 66510, position 25: вершин
Line: 66517, position 19: вершин
Line: 66705, position 53: Требуется определить
Line: 67023, position 21: вершин
Line: 67037, position 41: вершин
Line: 67054, position 36: вершин
Line: 67069, position 47: вершин
Line: 67077, position 48: вершин
Line: 67158, position 30: вершин
Line: 67161, position 34: вершин
Line: 67181, position 41: вершин
Line: 67219, position 45: вершин
Line: 67220, position 39: вершин
Line: 67222, position 33: вершин
Line: 67238, position 30: вершин
Line: 67238, position 52: вершин
Line: 67239, position 42: вершин
Line: 67255, position 49: вершин
Line: 67545, position 15: строк выравниваются по заданной позиции за счет
Line: 67677, position 12: имеются очереди из кафедр
Line: 67737, position 62: вершин
Line: 67823, position 7: вершин
Line: 67827, position 34: вершин
Line: 67831, position 53: Требуется определить
Line: 67832, position 63: вершин
Line: 67837, position 53: Требуется определить
Line: 67839, position 35: вершин
Line: 67842, position 24: вершин
Line: 67854, position 9: вершин
Line: 67861, position 22: вершин
Line: 67862, position 25: вершин
Line: 67871, position 36: вершин
Line: 67880, position 55: вершин
Line: 67890, position 22: вершин
Line: 67894, position 16: правильность идентификаторов
Line: 67924, position 9: вершин
Line: 67974, position 9: вершин
Line: 67982, position 4: вершин
Line: 67984, position 35: вершин
Line: 67985, position 51: вершин
Line: 67988, position 14: вершин
Line: 67990, position 28: вершин
Line: 67999, position 34: вершин
Line: 68000, position 39: вершин
Line: 68055, position 11: вершин
Line: 68062, position 35: вершин
Line: 68062, position 55: вершин
Line: 68066, position 40: вершин
Line: 68159, position 63: вершин
Line: 68201, position 24: вершин
Line: 68211, position 24: вершин
Line: 68233, position 42: Требуется определить
Line: 68283, position 25: вершин
Line: 68290, position 19: вершин
Line: 68478, position 53: Требуется определить
Line: 68796, position 21: вершин
Line: 68810, position 41: вершин
Line: 68827, position 36: вершин
Line: 68842, position 47: вершин
Line: 68850, position 48: вершин
Line: 68931, position 30: вершин
Line: 68934, position 34: вершин
Line: 68954, position 41: вершин
Line: 68992, position 45: вершин
Line: 68993, position 39: вершин
Line: 68995, position 33: вершин
Line: 69011, position 30: вершин
Line: 69011, position 52: вершин
Line: 69012, position 42: вершин
Line: 69028, position 49: вершин
Line: 69318, position 15: строк выравниваются по заданной позиции за счет
Line: 69450, position 12: имеются очереди из кафедр
Line: 69510, position 62: вершин
Line: 69596, position 7: вершин
Line: 69600, position 34: вершин
Line: 69604, position 53: Требуется определить
Line: 69605, position 63: вершин
Line: 69610, position 53: Требуется определить
Line: 69612, position 35: вершин
Line: 69615, position 24: вершин
Line: 69627, position 9: вершин
Line: 69634, position 22: вершин
Line: 69635, position 25: вершин
Line: 69644, position 36: вершин
Line: 69653, position 55: вершин
Line: 69663, position 22: вершин
Line: 69667, position 16: правильность идентификаторов
Line: 69697, position 9: вершин
Line: 69747, position 9: вершин
Line: 69755, position 4: вершин
Line: 69757, position 35: вершин
Line: 69758, position 51: вершин
Line: 69761, position 14: вершин
Line: 69763, position 28: вершин
Line: 69772, position 34: вершин
Line: 69773, position 39: вершин
Line: 69828, position 11: вершин
Line: 69835, position 35: вершин
Line: 69835, position 55: вершин
Line: 69839, position 40: вершин
Line: 69932, position 63: вершин
Line: 69974, position 24: вершин
Line: 69984, position 24: вершин
Line: 70006, position 42: Требуется определить
Line: 70056, position 25: вершин
Line: 70063, position 19: вершин
Line: 70251, position 53: Требуется определить
Line: 70569, position 21: вершин
Line: 70583, position 41: вершин
Line: 70600, position 36: вершин
Line: 70615, position 47: вершин
Line: 70623, position 48: вершин
Line: 70704, position 30: вершин
Line: 70707, position 34: вершин
Line: 70727, position 41: вершин
Line: 70765, position 45: вершин
Line: 70766, position 39: вершин
Line: 70768, position 33: вершин
Line: 70784, position 30: вершин
Line: 70784, position 52: вершин
Line: 70785, position 42: вершин
Line: 70801, position 49: вершин
Line: 71091, position 15: строк выравниваются по заданной позиции за счет
Line: 71223, position 12: имеются очереди из кафедр
Line: 71283, position 62: вершин
Line: 71369, position 7: вершин
Line: 71373, position 34: вершин
Line: 71377, position 53: Требуется определить
Line: 71378, position 63: вершин
Line: 71383, position 53: Требуется определить
Line: 71385, position 35: вершин
Line: 71388, position 24: вершин
Line: 71400, position 9: вершин
Line: 71407, position 22: вершин
Line: 71408, position 25: вершин
Line: 71417, position 36: вершин
Line: 71426, position 55: вершин
Line: 71436, position 22: вершин
Line: 71440, position 16: правильность идентификаторов
Line: 71470, position 9: вершин
Line: 71520, position 9: вершин
Line: 71528, position 4: вершин
Line: 71530, position 35: вершин
Line: 71531, position 51: вершин
Line: 71534, position 14: вершин
Line: 71536, position 28: вершин
Line: 71545, position 34: вершин
Line: 71546, position 39: вершин
Line: 71601, position 11: вершин
Line: 71608, position 35: вершин
Line: 71608, position 55: вершин
Line: 71612, position 40: вершин
Line: 71705, position 63: вершин
Line: 71747, position 24: вершин
Line: 71757, position 24: вершин
Line: 71779, position 42: Требуется определить
Line: 71829, position 25: вершин
Line: 71836, position 19: вершин
Line: 72024, position 53: Требуется определить
Line: 72342, position 21: вершин
Line: 72356, position 41: вершин
Line: 72373, position 36: вершин
Line: 72388, position 47: вершин
Line: 72396, position 48: вершин
Line: 72477, position 30: вершин
Line: 72480, position 34: вершин
Line: 72500, position 41: вершин
Line: 72538, position 45: вершин
Line: 72539, position 39: вершин
Line: 72541, position 33: вершин
Line: 72557, position 30: вершин
Line: 72557, position 52: вершин
Line: 72558, position 42: вершин
Line: 72574, position 49: вершин
Line: 72864, position 15: строк выравниваются по заданной позиции за счет
Line: 72996, position 12: имеются очереди из кафедр
Line: 73056, position 62: вершин
Line: 73142, position 7: вершин
Line: 73146, position 34: вершин
Line: 73150, position 53: Требуется определить
Line: 73151, position 63: вершин
Line: 73156, position 53: Требуется определить
Line: 73158, position 35: вершин
Line: 73161, position 24: вершин
Line: 73173, position 9: вершин
Line: 73180, position 22: вершин
Line: 73181, position 25: вершин
Line: 73190, position 36: вершин
Line: 73199, position 55: вершин
Line: 73209, position 22: вершин
Line: 73213, position 16: правильность идентификаторов
Line: 73243, position 9: вершин
Line: 73293, position 9: вершин
Line: 73301, position 4: вершин
Line: 73303, position 35: вершин
Line: 73304, position 51: вершин
Line: 73307, position 14: вершин
Line: 73309, position 28: вершин
Line: 73318, position 34: вершин
Line: 73319, position 39: вершин
Line: 73374, position 11: вершин
Line: 73381, position 35: вершин
Line: 73381, position 55: вершин
Line: 73385, position 40: вершин
Line: 73478, position 63: вершин
Line: 73520, position 24: вершин
Line: 73530, position 24: вершин
Line: 73552, position 42: Требуется определить
Line: 73602, position 25: вершин
Line: 73609, position 19: вершин
Line: 73797, position 53: Требуется определить
Line: 74115, position 21: вершин
Line: 74129, position 41: вершин
Line: 74146, position 36: вершин
Line: 74161, position 47: вершин
Line: 74169, position 48: вершин
Line: 74250, position 30: вершин
Line: 74253, position 34: вершин
Line: 74273, position 41: вершин
Line: 74311, position 45: вершин
Line: 74312, position 39: вершин
Line: 74314, position 33: вершин
Line: 74330, position 30: вершин
Line: 74330, position 52: вершин
Line: 74331, position 42: вершин
Line: 74347, position 49: вершин
Line: 74637, position 15: строк выравниваются по заданной позиции за счет
Line: 74769, position 12: имеются очереди из кафедр
Line: 74829, position 62: вершин
Line: 74915, position 7: вершин
Line: 74919, position 34: вершин
Line: 74923, position 53: Требуется определить
Line: 74924, position 63: вершин
Line: 74929, position 53: Требуется определить
Line: 74931, position 35: вершин
Line: 74934, position 24: вершин
Line: 74946, position 9: вершин
Line: 74953, position 22: вершин
Line: 74954, position 25: вершин
Line: 74963, position 36: вершин
Line: 74972, position 55: вершин
Line: 74982, position 22: вершин
Line: 74986, position 16: правильность идентификаторов
Line: 75016, position 9: вершин
Line: 75066, position 9: вершин
Line: 75074, position 4: вершин
Line: 75076, position 35: вершин
Line: 75077, position 51: вершин
Line: 75080, position 14: вершин
Line: 75082, position 28: вершин
Line: 75091, position 34: вершин
Line: 75092, position 39: вершин
Line: 75147, position 11: вершин
Line: 75154, position 35: вершин
Line: 75154, position 55: вершин
Line: 75158, position 40: вершин
Line: 75251, position 63: вершин
Line: 75293, position 24: вершин
Line: 75303, position 24: вершин
Line: 75325, position 42: Требуется определить
Line: 75375, position 25: вершин
Line: 75382, position 19: вершин
Line: 75570, position 53: Требуется определить
Line: 75888, position 21: вершин
Line: 75902, position 41: вершин
Line: 75919, position 36: вершин
Line: 75934, position 47: вершин
Line: 75942, position 48: вершин
Line: 76023, position 30: вершин
Line: 76026, position 34: вершин
Line: 76046, position 41: вершин
Line: 76084, position 45: вершин
Line: 76085, position 39: вершин
Line: 76087, position 33: вершин
Line: 76103, position 30: вершин
Line: 76103, position 52: вершин
Line: 76104, position 42: вершин
Line: 76120, position 49: вершин
Line: 76410, position 15: строк выравниваются по заданной позиции за счет
Line: 76542, position 12: имеются очереди из кафедр
Line: 76602, position 62: вершин
Line: 76688, position 7: вершин
Line: 76692, position 34: вершин
Line: 76696, position 53: Требуется определить
Line: 76697, position 63: вершин
Line: 76702, position 53: Требуется определить
Line: 76704, position 35: вершин
Line: 76707, position 24: вершин
Line: 76719, position 9: вершин
Line: 76726, position 22: вершин
Line: 76727, position 25: вершин
Line: 76736, position 36: вершин
Line: 76745, position 55: вершин
Line: 76755, position 22: вершин
Line: 76759, position 16: правильность идентификаторов
Line: 76789, position 9: вершин
Line: 76839, position 9: вершин
Line: 76847, position 4: вершин
Line: 76849, position 35: вершин
Line: 76850, position 51: вершин
Line: 76853, position 14: вершин
Line: 76855, position 28: вершин
Line: 76864, position 34: вершин
Line: 76865, position 39: вершин
Line: 76920, position 11: вершин
Line: 76927, position 35: вершин
Line: 76927, position 55: вершин
Line: 76931, position 40: вершин
Line: 77024, position 63: вершин
Line: 77066, position 24: вершин
Line: 77076, position 24: вершин
Line: 77098, position 42: Требуется определить
Line: 77148, position 25: вершин
Line: 77155, position 19: вершин
Line: 77343, position 53: Требуется определить
Line: 77661, position 21: вершин
Line: 77675, position 41: вершин
Line: 77692, position 36: вершин
Line: 77707, position 47: вершин
Line: 77715, position 48: вершин
Line: 77796, position 30: вершин
Line: 77799, position 34: вершин
Line: 77819, position 41: вершин
Line: 77857, position 45: вершин
Line: 77858, position 39: вершин
Line: 77860, position 33: вершин
Line: 77876, position 30: вершин
Line: 77876, position 52: вершин
Line: 77877, position 42: вершин
Line: 77893, position 49: вершин
Line: 78183, position 15: строк выравниваются по заданной позиции за счет
Line: 78315, position 12: имеются очереди из кафедр
Line: 78375, position 62: вершин
Line: 78461, position 7: вершин
Line: 78465, position 34: вершин
Line: 78469, position 53: Требуется определить
Line: 78470, position 63: вершин
Line: 78475, position 53: Требуется определить
Line: 78477, position 35: вершин
Line: 78480, position 24: вершин
Line: 78492, position 9: вершин
Line: 78499, position 22: вершин
Line: 78500, position 25: вершин
Line: 78509, position 36: вершин
Line: 78518, position 55: вершин
Line: 78528, position 22: вершин
Line: 78532, position 16: правильность идентификаторов
Line: 78562, position 9: вершин
Line: 78612, position 9: вершин
Line: 78620, position 4: вершин
Line: 78622, position 35: вершин
Line: 78623, position 51: вершин
Line: 78626, position 14: вершин
Line: 78628, position 28: вершин
Line: 78637, position 34: вершин
Line: 78638, position 39: вершин
Line: 78693, position 11: вершин
Line: 78700, position 35: вершин
Line: 78700, position 55: вершин
Line: 78704, position 40: вершин
Line: 78797, position 63: вершин
Line: 78839, position 24: вершин
Line: 78849, position 24: вершин
Line: 78871, position 42: Требуется определить
Line: 78921, position 25: вершин
Line: 78928, position 19: вершин
Line: 79116, position 53: Требуется определить
Line: 79434, position 21: вершин
Line: 79448, position 41: вершин
Line: 79465, position 36: вершин
Line: 79480, position 47: вершин
Line: 79488, position 48: вершин
Line: 79569, position 30: вершин
Line: 79572, position 34: вершин
Line: 79592, position 41: вершин
Line: 79630, position 45: вершин
Line: 79631, position 39: вершин
Line: 79633, position 33: вершин
Line: 79649, position 30: вершин
Line: 79649, position 52: вершин
Line: 79650, position 42: вершин
Line: 79666, position 49: вершин
Line: 79956, position 15: строк выравниваются по заданной позиции за счет
Line: 80088, position 12: имеются очереди из кафедр
Line: 80148, position 62: вершин
Line: 80234, position 7: вершин
Line: 80238, position 34: вершин
Line: 80242, position 53: Требуется определить
Line: 80243, position 63: вершин
Line: 80248, position 53: Требуется определить
Line: 80250, position 35: вершин
Line: 80253, position 24: вершин
Line: 80265, position 9: вершин
Line: 80272, position 22: вершин
Line: 80273, position 25: вершин
Line: 80282, position 36: вершин
Line: 80291, position 55: вершин
Line: 80301, position 22: вершин
Line: 80305, position 16: правильность идентификаторов
Line: 80335, position 9: вершин
Line: 80385, position 9: вершин
Line: 80393, position 4: вершин
Line: 80395, position 35: вершин
Line: 80396, position 51: вершин
Line: 80399, position 14: вершин
Line: 80401, position 28: вершин
Line: 80410, position 34: вершин
Line: 80411, position 39: вершин
Line: 80466, position 11: вершин
Line: 80473, position 35: вершин
Line: 80473, position 55: вершин
Line: 80477, position 40: вершин
